job_id,analysis_period_label,start_time,execution_time_seconds,slot_hours,estimated_slot_cost_usd,approximate_slot_count,gb_scanned,is_qos_violation,qos_violation_seconds,full_query_length,partial_query_length,pct_captured_in_sample,pattern_1_retailer_equals,pattern_2_retailer_in,pattern_3_join_retailer,pattern_4_comment_retailer,pattern_5_json_retailer,pattern_6_url_retailer,pattern_7_table_suffix,has_retailer_moniker_field,has_retailer_word,has_api_comment,api_comment_line,best_retailer_match,retailer_extraction_success,has_joins,has_group_by,has_window_functions,has_cte,has_partition_filter,approx_from_clauses,query_preview_1000,full_query_text
a33af5e8-62d1-4cde-8512-0e1abf23f2c9,Baseline_2025_Sep_Oct,2025-10-13 16:01:15.339000+00:00,1,0.0,0.0001,2.9030704394942806,0.24,,0,230,230,100.0,babor,,,,,,looker,True,True,False,,babor,True,False,False,False,False,False,1.0,"SELECT COUNT( * ) AS count
FROM analytics.v_return_details_looker AS T
WHERE ( T.retailer_moniker = 'babor' ) AND ( T.return_created_date >= '2025-09-11' AND T.return_created_date <= '2025-10-10' ) AND ( ( T.locale = 'en_US' ) )
;","SELECT COUNT( * ) AS count
FROM analytics.v_return_details_looker AS T
WHERE ( T.retailer_moniker = 'babor' ) AND ( T.return_created_date >= '2025-09-11' AND T.return_created_date <= '2025-10-10' ) AND ( ( T.locale = 'en_US' ) )
;"
5ff4bd6d-126f-45fb-914a-0c2bb90286cf,Baseline_2025_Sep_Oct,2025-10-13 11:43:56.239000+00:00,1,0.0,0.0,1.6897435897435897,0.22,,0,203,203,100.0,onrunning,,,,,,looker,True,True,False,,onrunning,True,False,False,False,False,False,1.0,"SELECT COUNT( * ) AS count
FROM analytics.v_return_details_looker AS T
WHERE ( T.retailer_moniker = 'onrunning' ) AND ( T.return_created_date >= '2025-09-11' AND T.return_created_date <= '2025-10-10' )
;","SELECT COUNT( * ) AS count
FROM analytics.v_return_details_looker AS T
WHERE ( T.retailer_moniker = 'onrunning' ) AND ( T.return_created_date >= '2025-09-11' AND T.return_created_date <= '2025-10-10' )
;"
18c8e502-32db-414a-89db-4de3e0e4d36d,Peak_2024_2025,2024-11-05 20:44:38.973000+00:00,1,0.0,0.0001,7.2888086642599275,0.21,,0,1436,500,34.8,rag-bone,,,,,,details,True,True,False,,rag-bone,True,False,True,True,False,True,2.0,"
--items_per_return_bar
select
    CASE return_method
    WHEN 'mail' THEN 'Mail Returns'
    WHEN 'printerless_mail' THEN 'Printerless Mail Returns'
    WHEN 'concierge' THEN 'Concierge Returns'
    WHEN 'store' THEN 'Store Returns'
    WHEN 'pickup' THEN 'Pickup'
    WHEN 'local_pickup' THEN 'Local Pickup'
    WHEN 'home_pickup' THEN 'Home Pickup'
    WHEN 'locker_dropoff' THEN 'Locker Dropoff'
    WHEN 'keeptheitem' THEN 'Keep The Item'
    WHEN 'self' THEN 'Self'
    WHEN 'concierge_partnership' THEN 'Concierge Partnership Returns'
    WHEN 'boxless' THEN 'Boxless Returns'
    ELSE 'Other'
    END AS return_method, items_count_bucket as bucket, count(1) as sum_return_count
from
    (select
        return_method,
        return_process_info_id,
        case
            when sum(return_qty) >= 5 then '5+'
            else cast(sum(return_qty) as string)
        end as items_count_bucket,
        row_number() over(partition by return_process_info_id order by return_last_modified_date ","
--items_per_return_bar
select
    CASE return_method
    WHEN 'mail' THEN 'Mail Returns'
    WHEN 'printerless_mail' THEN 'Printerless Mail Returns'
    WHEN 'concierge' THEN 'Concierge Returns'
    WHEN 'store' THEN 'Store Returns'
    WHEN 'pickup' THEN 'Pickup'
    WHEN 'local_pickup' THEN 'Local Pickup'
    WHEN 'home_pickup' THEN 'Home Pickup'
    WHEN 'locker_dropoff' THEN 'Locker Dropoff'
    WHEN 'keeptheitem' THEN 'Keep The Item'
    WHEN 'self' THEN 'Self'
    WHEN 'concierge_partnership' THEN 'Concierge Partnership Returns'
    WHEN 'boxless' THEN 'Boxless Returns'
    ELSE 'Other'
    END AS return_method, items_count_bucket as bucket, count(1) as sum_return_count
from
    (select
        return_method,
        return_process_info_id,
        case
            when sum(return_qty) >= 5 then '5+'
            else cast(sum(return_qty) as string)
        end as items_count_bucket,
        row_number() over(partition by return_process_info_id order by return_last_modified_date desc) as rnk
    from
        reporting.t_return_details
    where
        retailer_moniker = 'rag-bone'
        and lower(locale) = lower('en_US')
        and return_created_date between '2024-10-06' and '2024-11-04'
        and return_status != 'cancelled'
    group by
        return_method, return_process_info_id, return_last_modified_date
    )
where rnk = 1
group by return_method, items_count_bucket
order by items_count_bucket
"
4ce2a34a-50db-43be-8c0a-8db68bda85b9,Peak_2024_2025,2024-11-07 17:17:57.067000+00:00,1,0.0,0.0,0.18604651162790697,0.01,,0,290,290,100.0,lemonaid,,,,,,rating,True,True,False,,lemonaid,True,False,True,False,False,False,1.0,"SELECT COUNT( * ) AS count, T.rating AS rating
FROM analytics.v_component_platform_feedback_rating AS T
WHERE ( T.event_ts >= '2024-11-05' AND T.event_ts <= '2024-11-07' ) AND ( T.type = 'OUTBOUND_SHIPPING' ) AND ( T.retailer_moniker = 'lemonaid' )
GROUP BY T.rating
ORDER BY T.rating ASC
;","SELECT COUNT( * ) AS count, T.rating AS rating
FROM analytics.v_component_platform_feedback_rating AS T
WHERE ( T.event_ts >= '2024-11-05' AND T.event_ts <= '2024-11-07' ) AND ( T.type = 'OUTBOUND_SHIPPING' ) AND ( T.retailer_moniker = 'lemonaid' )
GROUP BY T.rating
ORDER BY T.rating ASC
;"
111427ea-3fde-47b0-a3b4-63523d61f6db,Baseline_2025_Sep_Oct,2025-10-20 16:01:34.222000+00:00,1,0.01,0.0003,10.37275204359673,1.16,,0,1124,500,44.5,asics,,,,,,latest,True,True,False,,asics,True,False,True,False,False,False,3.0,"
--retained_gmv_credit
SELECT
  SUM(Retained_GMV) AS sum_retained_gmv_credit
FROM (
  SELECT
    return_process_item_id AS return_process_item_id,
    ( 
        SUM(CASE WHEN refund_option in ('gift_card','GIFT_CARD','instant_store_credit','store_credit')  and narvar_product != 'exchange' THEN item_price * item_qty ELSE 0.0 END)
    ) AS Retained_GMV
  FROM (
    SELECT
      return_process_item_id AS return_process_item_id,
      refund_option AS refund_option,
      narvar_product AS narvar_product,
      SUM(item_price) AS item_price,
      SUM(return_qty) AS item_qty
    FROM
      analytics.v_return_details_latest
    WHERE
      return_created_date between '2025-07-01' and '2025-09-30'
      AND (return_status <> 'cancelled' OR return_status IS NULL)
      AND retailer_moniker = 'asics'
      and lower(locale) = lower('en_CH')
    GROUP BY
      return_process_item_id,
      refund_option,
      narvar_product
    ORDER BY
      return_process_item_id ASC,
      refund_option AS","
--retained_gmv_credit
SELECT
  SUM(Retained_GMV) AS sum_retained_gmv_credit
FROM (
  SELECT
    return_process_item_id AS return_process_item_id,
    ( 
        SUM(CASE WHEN refund_option in ('gift_card','GIFT_CARD','instant_store_credit','store_credit')  and narvar_product != 'exchange' THEN item_price * item_qty ELSE 0.0 END)
    ) AS Retained_GMV
  FROM (
    SELECT
      return_process_item_id AS return_process_item_id,
      refund_option AS refund_option,
      narvar_product AS narvar_product,
      SUM(item_price) AS item_price,
      SUM(return_qty) AS item_qty
    FROM
      analytics.v_return_details_latest
    WHERE
      return_created_date between '2025-07-01' and '2025-09-30'
      AND (return_status <> 'cancelled' OR return_status IS NULL)
      AND retailer_moniker = 'asics'
      and lower(locale) = lower('en_CH')
    GROUP BY
      return_process_item_id,
      refund_option,
      narvar_product
    ORDER BY
      return_process_item_id ASC,
      refund_option ASC,
      narvar_product ASC) source
  GROUP BY
    return_process_item_id
  ORDER BY
    return_process_item_id ASC) source
"
5aa52f88-5685-4b37-b657-b164353e74e4,Peak_2024_2025,2025-01-23 23:19:00.180000+00:00,1,0.0,0.0002,10.623175965665236,0.17,,0,683,500,73.2,johnnywas,,,,,,details,True,True,False,,johnnywas,True,False,True,True,False,True,2.0,"
--return_method
select
    return_method, count(distinct return_process_info_id) as sum_return_count
from
    (select
        return_method,
        return_process_info_id,
        row_number() over(partition by return_process_info_id order by return_last_modified_date desc) as rnk
    from
        reporting.t_return_details
    where
        retailer_moniker = 'johnnywas'
        and lower(locale) = lower('en_US')
        and return_created_date between '2024-12-24' and '2025-01-22'
        and return_status != 'cancelled'
    group by
        return_method, return_process_info_id, return_last_modified_date
    )
where rnk = 1
group by return_method
order by return_method
","
--return_method
select
    return_method, count(distinct return_process_info_id) as sum_return_count
from
    (select
        return_method,
        return_process_info_id,
        row_number() over(partition by return_process_info_id order by return_last_modified_date desc) as rnk
    from
        reporting.t_return_details
    where
        retailer_moniker = 'johnnywas'
        and lower(locale) = lower('en_US')
        and return_created_date between '2024-12-24' and '2025-01-22'
        and return_status != 'cancelled'
    group by
        return_method, return_process_info_id, return_last_modified_date
    )
where rnk = 1
group by return_method
order by return_method
"
30cdb9c8-2c16-49b8-b975-6cbedada140b,Baseline_2025_Sep_Oct,2025-09-16 20:24:19.331000+00:00,1,0.0,0.0002,11.474468085106382,2.0,,0,497,497,100.0,clarinsusa,,,,,,engagement,True,True,False,,clarinsusa,True,False,True,False,False,False,1.0,"SELECT COUNT( * ) AS count, T.feature AS feature, T.click_sub_type AS click_sub_type
FROM analytics.v_component_platform_support_chat_engagement AS T
WHERE ( T.event_ts >= '2025-08-17' AND T.event_ts <= '2025-09-15' ) AND ( T.locale = 'en_US' AND T.type = 'OUTBOUND_SHIPPING' AND ( T.segment_id = 'c43e2057-d32b-45e1-9cbb-d4710e04802c' OR T.segment_id = 'ec1ac75f-190a-4327-9f24-1581b80c4ede' ) ) AND ( T.retailer_moniker = 'clarinsusa' )
GROUP BY T.feature, T.click_sub_type
ORDER BY count DESC
;","SELECT COUNT( * ) AS count, T.feature AS feature, T.click_sub_type AS click_sub_type
FROM analytics.v_component_platform_support_chat_engagement AS T
WHERE ( T.event_ts >= '2025-08-17' AND T.event_ts <= '2025-09-15' ) AND ( T.locale = 'en_US' AND T.type = 'OUTBOUND_SHIPPING' AND ( T.segment_id = 'c43e2057-d32b-45e1-9cbb-d4710e04802c' OR T.segment_id = 'ec1ac75f-190a-4327-9f24-1581b80c4ede' ) ) AND ( T.retailer_moniker = 'clarinsusa' )
GROUP BY T.feature, T.click_sub_type
ORDER BY count DESC
;"
7b241089-7d85-449f-9848-1448a8e2eab0,Peak_2024_2025,2025-01-06 20:30:45.227000+00:00,2,0.01,0.0007,18.141266527487822,0.65,,0,207,207,100.0,vuoriclothing,,,,,,looker,True,True,False,,vuoriclothing,True,False,False,False,False,False,1.0,"SELECT COUNT( * ) AS count
FROM analytics.v_return_details_looker AS T
WHERE ( T.retailer_moniker = 'vuoriclothing' ) AND ( T.return_created_date >= '2024-11-17' AND T.return_created_date <= '2024-12-16' )
;","SELECT COUNT( * ) AS count
FROM analytics.v_return_details_looker AS T
WHERE ( T.retailer_moniker = 'vuoriclothing' ) AND ( T.return_created_date >= '2024-11-17' AND T.return_created_date <= '2024-12-16' )
;"
b6c56b91-07fe-47fa-b82f-398e6b903d5c,Peak_2024_2025,2025-01-15 15:57:47.702000+00:00,3,0.08,0.0037,90.81863560732113,2.21,,0,350,350,100.0,snakeriverfarms,,,,,,engagement,True,True,False,,snakeriverfarms,True,False,True,False,False,False,1.0,"SELECT COUNT( distinct distinct_event ) AS count_distinct_distinct_event, T.click_category AS click_category
FROM analytics.v_component_platform_marketing_engagement AS T
WHERE ( T.event_ts >= '2024-12-16' AND T.event_ts <= '2025-01-14' ) AND ( T.type = 'OUTBOUND_SHIPPING' ) AND ( T.retailer_moniker = 'snakeriverfarms' )
GROUP BY T.click_category
;","SELECT COUNT( distinct distinct_event ) AS count_distinct_distinct_event, T.click_category AS click_category
FROM analytics.v_component_platform_marketing_engagement AS T
WHERE ( T.event_ts >= '2024-12-16' AND T.event_ts <= '2025-01-14' ) AND ( T.type = 'OUTBOUND_SHIPPING' ) AND ( T.retailer_moniker = 'snakeriverfarms' )
GROUP BY T.click_category
;"
c8d4ad79-0f31-4b81-994a-a5dd822c080e,Peak_2024_2025,2024-12-18 13:25:38.936000+00:00,3,0.2,0.0101,207.50606488011283,8.46,,0,228,228,100.0,rab,,,,,,looker,True,True,False,,rab,True,False,False,False,False,False,1.0,"SELECT COUNT( * ) AS count
FROM analytics.v_return_details_looker AS T
WHERE ( T.retailer_moniker = 'rab' ) AND ( T.return_created_date >= '2024-01-01' AND T.return_created_date <= '2024-12-17' ) AND ( ( T.locale = 'de_BE' ) )
;","SELECT COUNT( * ) AS count
FROM analytics.v_return_details_looker AS T
WHERE ( T.retailer_moniker = 'rab' ) AND ( T.return_created_date >= '2024-01-01' AND T.return_created_date <= '2024-12-17' ) AND ( ( T.locale = 'de_BE' ) )
;"
34977df1-b93a-43ad-a138-c3c8cad466e7,Baseline_2025_Sep_Oct,2025-09-10 13:11:31.133000+00:00,6,0.02,0.0012,14.660802367642223,66.25,,0,2034,500,24.6,,,,,,,,True,True,False,,NO_RETAILER,False,False,False,True,False,True,3.0,"
--sms_delivered_count
--Number of SMS messages successfully delivered to a phone number
SELECT (
        SELECT GREATEST(
                COUNT(DISTINCT IF(service_name IN ('twilio_webhook_gcf', 'vivaconnect_webhook'), sms_message_id, NULL)),
                COUNT(DISTINCT dedupe_key)
            )
        FROM (
          SELECT * EXCEPT (checkout_locale),
            COALESCE(MAX(checkout_locale) OVER w_dedupe, MAX(checkout_locale) OVER w_tracer, MAX(checkout_locale) OVER w_msg) AS locale,
            COALESCE(MAX(notification_event_type) OVER w_tracer, MAX(notification_event_type) OVER w_msg, MAX(notification_event_type) OVER w_dedupe) AS notification_type
          FROM `analytics.v_messaging_sms`
          WHERE event_ts BETWEEN '2025-07-30' AND '2025-08-28'
              AND retailer_moniker = LOWER('narvar')
              AND (
                (LOWER(sms_message_status) LIKE '%deliv%'
                AND LOWER(sms_message_status) NOT LIKE '%undel%'
                AND service_n","
--sms_delivered_count
--Number of SMS messages successfully delivered to a phone number
SELECT (
        SELECT GREATEST(
                COUNT(DISTINCT IF(service_name IN ('twilio_webhook_gcf', 'vivaconnect_webhook'), sms_message_id, NULL)),
                COUNT(DISTINCT dedupe_key)
            )
        FROM (
          SELECT * EXCEPT (checkout_locale),
            COALESCE(MAX(checkout_locale) OVER w_dedupe, MAX(checkout_locale) OVER w_tracer, MAX(checkout_locale) OVER w_msg) AS locale,
            COALESCE(MAX(notification_event_type) OVER w_tracer, MAX(notification_event_type) OVER w_msg, MAX(notification_event_type) OVER w_dedupe) AS notification_type
          FROM `analytics.v_messaging_sms`
          WHERE event_ts BETWEEN '2025-07-30' AND '2025-08-28'
              AND retailer_moniker = LOWER('narvar')
              AND (
                (LOWER(sms_message_status) LIKE '%deliv%'
                AND LOWER(sms_message_status) NOT LIKE '%undel%'
                AND service_name IN ('twilio_webhook_gcf', 'vivaconnect_webhook', 'textlocal_webhook_gcf'))
                OR
                (LOWER(sms_message_status) LIKE '%accepted%'
                AND service_name IN ('sms_service', 'sms-service'))
                OR
                (service_name IN ('notification_postprocessor_service'))
                )
          WINDOW
            w_msg AS (PARTITION BY sms_message_id),
            w_tracer AS (PARTITION BY narvar_tracer_id),
            w_dedupe AS (PARTITION BY dedupe_key)
           )
           WHERE service_name NOT IN ('sms_service', 'sms-service' , 'notification_postprocessor_service')
           AND LOWER(locale) = LOWER('en_US')
      ) +
      (
       SELECT COUNT(DISTINCT sms_message_id)
       FROM `analytics.v_watch_list_hub_sms`
       WHERE event_ts BETWEEN '2025-07-30' AND '2025-08-28'
         AND notification_channel = 'sms'
         AND retailer_moniker = LOWER('narvar')
         AND LOWER(checkout_locale) = LOWER('en_US')
      )
   AS count_distinct_sms_message_id
"
