Waiting on bqjob_r27336251dd8bd016_0000019abc236a7a_1 ... (0s) Current status: RUNNING                                                                                      Waiting on bqjob_r27336251dd8bd016_0000019abc236a7a_1 ... (1s) Current status: RUNNING                                                                                      Waiting on bqjob_r27336251dd8bd016_0000019abc236a7a_1 ... (1s) Current status: DONE   
creation_time,job_id,user_email,statement_type,total_slot_ms,slot_hours,total_bytes_processed,gb_processed,start_time,end_time,duration_seconds,duration_minutes,state,error_reason,error_message_preview,query_preview
2025-11-20 06:23:57,script_job_9c599ce1b62c4987f8abd6d264f43d3b_0,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,CREATE_TABLE_AS_SELECT,289229791,80.34,,,2025-11-20 06:23:57,2025-11-20 12:23:57,21600,360.0,DONE,timeout,Operation timed out after 6.0 hours. Consider reducing the amount of work performed by your operation so that it can complete within this limit.,"CREATE OR REPLACE TABLE `narvar-data-lake.return_insights_base.tmp_product_insights_updates_2025-11-19` AS (
            WITH affected_items AS (
                -- Get unique item identifiers from the updates table
                SELECT DISTINCT
                    retailer_moniker,
                    shopify_domain,
                    order_date,
                    order_checkout_locale,
                    order_item_product_id,
                    order_item_description,
                "
2025-11-20 06:23:57,job_uGCk9mLHF5NP2TNo2GtVxlBZluXj,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,SCRIPT,289229791,80.34,0,0.0,2025-11-20 06:23:57,2025-11-20 12:23:58,21601,360.0,DONE,timeout,Request timed out. Please try again. at [3:9],"
        -- Create temp table with changed items using the persisted updates table
        CREATE OR REPLACE TABLE `narvar-data-lake.return_insights_base.tmp_product_insights_updates_2025-11-19` AS (
            WITH affected_items AS (
                -- Get unique item identifiers from the updates table
                SELECT DISTINCT
                    retailer_moniker,
                    shopify_domain,
                    order_date,
                    order_checkout_locale,
            "
2025-11-20 00:17:57,script_job_53e88c3726bd7bc2c171d2bdecfa2be9_0,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,CREATE_TABLE_AS_SELECT,289966337,80.55,,,2025-11-20 00:17:57,2025-11-20 06:18:16,21619,360.0,DONE,timeout,Operation timed out after 6.0 hours. Consider reducing the amount of work performed by your operation so that it can complete within this limit.,"CREATE OR REPLACE TABLE `narvar-data-lake.return_insights_base.tmp_product_insights_updates_2025-11-19` AS (
            WITH affected_items AS (
                -- Get unique item identifiers from the updates table
                SELECT DISTINCT
                    retailer_moniker,
                    shopify_domain,
                    order_date,
                    order_checkout_locale,
                    order_item_product_id,
                    order_item_description,
                "
2025-11-20 00:17:57,job_Wi2G9fWfLVPbs-EpgkjU7AfugSoG,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,SCRIPT,289966337,80.55,0,0.0,2025-11-20 00:17:57,2025-11-20 06:18:17,21620,360.0,DONE,timeout,Request timed out. Please try again. at [3:9],"
        -- Create temp table with changed items using the persisted updates table
        CREATE OR REPLACE TABLE `narvar-data-lake.return_insights_base.tmp_product_insights_updates_2025-11-19` AS (
            WITH affected_items AS (
                -- Get unique item identifiers from the updates table
                SELECT DISTINCT
                    retailer_moniker,
                    shopify_domain,
                    order_date,
                    order_checkout_locale,
            "
2025-11-20 00:16:39,script_job_05f6b7f86876865d8c77ffeb524dba1a_1,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,CREATE_TABLE_AS_SELECT,2638464,0.73,12646909064,11.78,2025-11-20 00:16:39,2025-11-20 00:16:50,10,0.0,DONE,,,"CREATE OR REPLACE TABLE `narvar-data-lake.return_insights_base.tmp_order_item_details_2025-11-19` AS (
            SELECT s.*
            FROM `narvar-data-lake.return_insights_base.tmp_order_item_details_2025-11-19` s
            INNER JOIN (
                SELECT 
                    s.retailer_moniker,
                    s.shopify_domain,
                    s.order_number_sku_hash,
                    s.return_items_id,
                    COUNT(t.retailer_moniker) as match_count
         "
2025-11-20 00:11:16,script_job_2eb9ba54166dbb786418eff15be0b353_0,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,CREATE_TABLE_AS_SELECT,135853824,37.74,4065453674828,3786.25,2025-11-20 00:11:17,2025-11-20 00:16:37,320,5.0,DONE,,,"CREATE OR REPLACE TABLE `narvar-data-lake.return_insights_base.tmp_order_item_details_2025-11-19` AS (
            SELECT DISTINCT
                o.store_name as shopify_domain,
                o.retailer_moniker,
                '' as cdp_pii_hash,
                '' as pii_type,
                o.order_number,
                o.order_date,
                o.order_number_sku_hash,
                o.order_item_sku,
                o.order_item_sku_hash,
                COALESCE(o.order_item_qua"
2025-11-20 00:11:16,job_kLfJHPL6z_hehdspnRVbz6asIuqk,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,SCRIPT,144819565,40.23,4124155800730,3840.92,2025-11-20 00:11:16,2025-11-20 00:17:41,384,6.0,DONE,,,"
        -- First, create a temporary table with the source data
        CREATE OR REPLACE TABLE `narvar-data-lake.return_insights_base.tmp_order_item_details_2025-11-19` AS (
            SELECT DISTINCT
                o.store_name as shopify_domain,
                o.retailer_moniker,
                '' as cdp_pii_hash,
                '' as pii_type,
                o.order_number,
                o.order_date,
                o.order_number_sku_hash,
                o.order_item_sku,
       "
2025-11-19 02:15:46,script_job_1c69dd4a39f92911c96b6f9733bb3c05_1,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,DROP_TABLE,,,0,0.0,2025-11-19 02:15:46,2025-11-19 02:15:46,0,0.0,DONE,,,DROP TABLE IF EXISTS `narvar-data-lake.return_insights_base.tmp_product_insights_updates_2025-11-18`
2025-11-19 02:15:45,job_77HVRK5zXqqK4rQPl3FfcqKOPssh,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,SCRIPT,,,0,0.0,2025-11-19 02:15:45,2025-11-19 02:15:47,1,0.0,DONE,,,"
        DROP TABLE IF EXISTS `narvar-data-lake.return_insights_base.tmp_order_item_details_2025-11-18`;  
        DROP TABLE IF EXISTS `narvar-data-lake.return_insights_base.tmp_product_insights_updates_2025-11-18`;
        DROP TABLE IF EXISTS `narvar-data-lake.return_insights_base.tmp_customer_insights_updates_2025-11-18`;
    "
2025-11-19 02:14:13,script_job_fcdc92197ee2e318412d6748aaa9740e_1,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,MERGE,6941175,1.93,32165871145,29.96,2025-11-19 02:14:14,2025-11-19 02:14:30,16,0.0,DONE,,,"MERGE `narvar-data-lake.return_insights_base.product_insights` T
        USING `narvar-data-lake.return_insights_base.tmp_product_insights_updates_2025-11-18` S
        ON T.retailer_moniker = S.retailer_moniker
           AND T.primary_key_hash = S.primary_key_hash
        WHEN MATCHED THEN
            UPDATE SET
                retailer_moniker = S.retailer_moniker,order_date = S.order_date,order_checkout_locale = S.order_checkout_locale,order_item_product_id = S.order_item_product_id,order_it"
2025-11-19 00:20:57,script_job_8285f5268083a9d46c1194b0ee7a84b2_0,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,CREATE_TABLE_AS_SELECT,98493892,27.36,18463301142,17.2,2025-11-19 00:20:57,2025-11-19 02:14:12,6794,113.0,DONE,,,"CREATE OR REPLACE TABLE `narvar-data-lake.return_insights_base.tmp_product_insights_updates_2025-11-18` AS (
            WITH affected_items AS (
                -- Get unique item identifiers from the updates table
                SELECT DISTINCT
                    retailer_moniker,
                    shopify_domain,
                    order_date,
                    order_checkout_locale,
                    order_item_product_id,
                    order_item_description,
                "
2025-11-19 00:20:57,job_cgyA-u-wp9uqeDCYv5UcTgTwTHJZ,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,SCRIPT,105435067,29.29,50629172287,47.15,2025-11-19 00:20:57,2025-11-19 02:14:30,6813,113.0,DONE,,,"
        -- Create temp table with changed items using the persisted updates table
        CREATE OR REPLACE TABLE `narvar-data-lake.return_insights_base.tmp_product_insights_updates_2025-11-18` AS (
            WITH affected_items AS (
                -- Get unique item identifiers from the updates table
                SELECT DISTINCT
                    retailer_moniker,
                    shopify_domain,
                    order_date,
                    order_checkout_locale,
            "
2025-11-19 00:18:49,script_job_28a677131b485ad4086a45121378864d_1,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,CREATE_TABLE_AS_SELECT,1997147,0.55,12068470310,11.24,2025-11-19 00:18:49,2025-11-19 00:19:05,15,0.0,DONE,,,"CREATE OR REPLACE TABLE `narvar-data-lake.return_insights_base.tmp_order_item_details_2025-11-18` AS (
            SELECT s.*
            FROM `narvar-data-lake.return_insights_base.tmp_order_item_details_2025-11-18` s
            INNER JOIN (
                SELECT 
                    s.retailer_moniker,
                    s.shopify_domain,
                    s.order_number_sku_hash,
                    s.return_items_id,
                    COUNT(t.retailer_moniker) as match_count
         "
2025-11-19 00:08:09,script_job_27c4f1b4a051ad23d588e148ca60e5e2_0,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,CREATE_TABLE_AS_SELECT,136209014,37.84,4059112340048,3780.34,2025-11-19 00:08:10,2025-11-19 00:18:48,638,10.0,DONE,,,"CREATE OR REPLACE TABLE `narvar-data-lake.return_insights_base.tmp_order_item_details_2025-11-18` AS (
            SELECT DISTINCT
                o.store_name as shopify_domain,
                o.retailer_moniker,
                '' as cdp_pii_hash,
                '' as pii_type,
                o.order_number,
                o.order_date,
                o.order_number_sku_hash,
                o.order_item_sku,
                o.order_item_sku_hash,
                COALESCE(o.order_item_qua"
2025-11-19 00:08:09,job_50bKI84gvl6z-8L9z3ks_Dop_fCU,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,SCRIPT,144297687,40.08,4115769644122,3833.11,2025-11-19 00:08:09,2025-11-19 00:19:56,706,11.0,DONE,,,"
        -- First, create a temporary table with the source data
        CREATE OR REPLACE TABLE `narvar-data-lake.return_insights_base.tmp_order_item_details_2025-11-18` AS (
            SELECT DISTINCT
                o.store_name as shopify_domain,
                o.retailer_moniker,
                '' as cdp_pii_hash,
                '' as pii_type,
                o.order_number,
                o.order_date,
                o.order_number_sku_hash,
                o.order_item_sku,
       "
2025-11-18 01:08:09,script_job_fbb80dbe2ca70b4c36718a5ee8febf0d_1,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,DROP_TABLE,,,0,0.0,2025-11-18 01:08:09,2025-11-18 01:08:10,0,0.0,DONE,,,DROP TABLE IF EXISTS `narvar-data-lake.return_insights_base.tmp_product_insights_updates_2025-11-17`
2025-11-18 01:08:09,job_cRuR57Niu7Dnf9Y-GTVbFiEye5BS,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,SCRIPT,,,0,0.0,2025-11-18 01:08:09,2025-11-18 01:08:10,1,0.0,DONE,,,"
        DROP TABLE IF EXISTS `narvar-data-lake.return_insights_base.tmp_order_item_details_2025-11-17`;  
        DROP TABLE IF EXISTS `narvar-data-lake.return_insights_base.tmp_product_insights_updates_2025-11-17`;
        DROP TABLE IF EXISTS `narvar-data-lake.return_insights_base.tmp_customer_insights_updates_2025-11-17`;
    "
2025-11-18 01:07:03,script_job_e5925f9f82c14b3a75cf26d97f917909_1,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,MERGE,6211705,1.73,32065627427,29.86,2025-11-18 01:07:03,2025-11-18 01:07:45,42,0.0,DONE,,,"MERGE `narvar-data-lake.return_insights_base.product_insights` T
        USING `narvar-data-lake.return_insights_base.tmp_product_insights_updates_2025-11-17` S
        ON T.retailer_moniker = S.retailer_moniker
           AND T.primary_key_hash = S.primary_key_hash
        WHEN MATCHED THEN
            UPDATE SET
                retailer_moniker = S.retailer_moniker,order_date = S.order_date,order_checkout_locale = S.order_checkout_locale,order_item_product_id = S.order_item_product_id,order_it"
2025-11-18 00:21:05,script_job_a8b314ffe77ae0d819f07dfc26644b72_0,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,CREATE_TABLE_AS_SELECT,60086793,16.69,18312424227,17.05,2025-11-18 00:21:06,2025-11-18 01:07:02,2756,45.0,DONE,,,"CREATE OR REPLACE TABLE `narvar-data-lake.return_insights_base.tmp_product_insights_updates_2025-11-17` AS (
            WITH affected_items AS (
                -- Get unique item identifiers from the updates table
                SELECT DISTINCT
                    retailer_moniker,
                    shopify_domain,
                    order_date,
                    order_checkout_locale,
                    order_item_product_id,
                    order_item_description,
                "
